GeneID	GeneSymbol
10010	TANK
10019	SH2B3
1002	CDH4
1003	CDH5
10077	TSPAN32
10078	TSSC4
1009	CDH11
1012	CDH13
1015	CDH17
10152	ABI2
10181	RBM5
10206	TRIM13
1021	CDK6
10210	TOPORS
10217	CTDSPL
10253	SPRY2
1026	CDKN1A
10277	UBE4B
1028	CDKN1C
10320	IKZF1
10335	MRVI1
1036	CDO1
10370	CITED2
10395	DLC1
104	ADARB1
10413	YAP1
10472	ZBTB18
10481	HOXB13
1052	CEBPD
10524	KAT5
10550	ARL6IP5
10562	OLFM4
10612	TRIM3
10628	TXNIP
10768	AHCYL1
10771	ZMYND11
10788	IQGAP2
10912	GADD45G
11010	GLIPR1
1105	CHD1
11080	DNAJB4
11095	ADAMTS8
11107	PRDM5
11145	PLA2G16
11186	RASSF1
11191	PTENP1
11197	WIF1
11228	RASSF8
112464	PRKCDBP
11337	GABARAP
114757	CYGB
114826	SMYD4
114907	FBXO32
116135	LRRC3B
116173	CMTM5
117153	MIA2
117581	TWIST2
1191	CLU
121227	LRIG3
122953	JDP2
123879	DCUN1D3
1264	CNN1
127700	OSCP1
1316	KLF6
1326	MAP3K8
135138	PACRG
1387	CREBBP
1390	CREM
140628	GATA5
141	ADPRH
144165	PRICKLE1
1452	CSNK1A1
146691	TOM1L2
148252	DIRAS1
1490	CTGF
1496	CTNNA2
149628	PYHIN1
150094	SIK1
151742	PPM1L
1523	CUX1
152573	SHISA3
1528	CYB5A
153090	DAB2IP
1540	CYLD
1601	DAB2
1602	DACH1
1613	DAPK3
1620	BRINP1
1634	DCN
1647	GADD45A
1654	DDX3X
167465	ZNF366
1687	DFNA5
171024	SYNPO2
1756	DMD
1803	DPP4
1843	DUSP1
1847	DUSP5
185	AGTR1
1910	EDNRB
1915	EEF1A1
1958	EGR1
1959	EGR2
199	AIF1
2012	EMP1
2034	EPAS1
2042	EPHA3
2070	EYA4
2099	ESR1
2114	ETS2
2134	EXTL1
2137	EXTL3
2145	EZH1
2170	FABP3
2192	FBLN1
219333	USP12
220296	HEPACAM
2262	GPC5
2272	FHIT
2273	FHL1
22882	ZHX2
22925	PLA2R1
22933	SIRT2
22943	DKK1
23035	PHLPP2
23047	PDS5B
2308	FOXO1
23087	TRIM35
2309	FOXO3
23095	KIF1B
23136	EPB41L3
23152	CIC
2316	FLNA
23189	KANK1
2322	FLT3
23221	RHOBTB2
23239	PHLPP1
23328	SASH1
23336	SYNM
23347	SMCHD1
23365	ARHGEF12
23376	UFL1
23405	DICER1
23411	SIRT1
23582	CCNDBP1
23604	DAPK2
23635	SSBP2
23671	TMEFF2
23705	CADM1
2395	FXN
253559	CADM2
253738	EBF3
255877	BCL6B
257218	SHPRH
25792	CIZ1
2587	GALR1
25898	RCHY1
259230	SGMS1
26018	LRIG1
26038	CHD5
26047	CNTNAP2
26136	TES
2619	GAS1
26260	FBXO25
26468	LHX6
26471	NUPR1
26512	INTS6
26524	LATS2
26959	HBP1
2697	GJA1
27022	FOXD3
27086	FOXP1
27122	DKK3
27129	HSPB7
2719	GPC3
27250	PDCD4
27303	RBMS3
2735	GLI1
274	BIN1
283349	RASSF3
285671	RNF180
2878	GPX3
28996	HIPK2
2903	GRIN2A
29072	SETD2
29119	CTNNA3
2934	GSN
2952	GSTT1
2984	GUCY2C
29948	OSGIN1
29997	GLTSCR2
301	ANXA1
30845	EHD3
3090	HIC1
3096	HIVEP1
310	ANXA7
3164	NR4A1
324	APC
3248	HPGD
3394	IRF8
3400	ID4
3479	IGF1
3487	IGFBP4
3488	IGFBP5
3490	IGFBP7
355	FAS
3579	CXCR2
3605	IL17A
3611	ILK
3662	IRF4
3678	ITGA5
3679	ITGA7
3690	ITGB3
374654	KIF7
387	RHOA
387496	RASL11A
388	RHOB
390	RND3
3977	LIFR
4013	VWA5A
401494	HACD4
4045	LSAMP
4057	LTF
406	ARNTL
4087	SMAD2
4089	SMAD4
4118	MAL
4144	MAT2A
4149	MAX
4163	MCC
4216	MAP3K4
4292	MLH1
4303	FOXO4
4335	MNT
445	ASS1
4499	MT1M
4502	MT2A
4507	MTAP
4601	MXI1
4616	GADD45B
463	ZFHX3
467	ATF3
4692	NDN
472	ATM
4734	NEDD4
4772	NFATC1
4773	NFATC2
4790	NFKB1
4804	NGFR
4824	NKX3-1
4826	NNAT
4851	NOTCH1
4853	NOTCH2
4856	NOV
4862	NPAS2
4916	NTRK3
4920	ROR2
4921	DDR2
4928	NUP98
4978	OPCML
5048	PAFAH1B1
50486	G0S2
5071	PARK2
5079	PAX5
5098	PCDHGC3
5101	PCDH9
51100	SH3GLB1
51177	PLEKHO1
51196	PLCE1
51201	ZDHHC2
51247	PAIP2
51339	DACT1
5157	PDGFRL
51696	HECA
51720	UIMC1
51741	WWOX
5178	PEG3
51780	KDM3B
5241	PGR
5310	PKD1
5316	PKNOX1
5320	PLA2G2A
5325	PLAGL1
5333	PLCD1
5414	SEPT4
54206	ERRFI1
54556	ING3
54583	EGLN1
5465	PPARA
54756	IL17RD
54778	RNF111
54904	WHSC1L1
5494	PPM1A
55124	PIWIL2
5516	PPP2CB
55193	PBRM1
55259	CASC1
5527	PPP2R5C
55294	FBXW7
5533	PPP3CC
55384	MEG3
55544	RBM38
5562	PRKAA1
5563	PRKAA2
55654	TMEM127
5573	PRKAR1A
